3mm_time	2.36200	0.00028233	1662646133
bicg_time	4.84400	0.00002766	1662646134
colormap_time	0.61200	0.00010933	1662646134
conjgrad_time	4.04600	0.00015666	1662646134
cp50_time	1.11700	0.00146266	1662646134
deriche_time	3.36100	0.00030733	1662646135
fdtd-2d_time	4.81900	0.00024900	1662646135
gemm_time	0.82300	0.00008133	1662646135
gesummv_time	3.19400	0.00002066	1662646136
mvt_time	2.70200	0.00003700	1662646136
remap_time	2.21100	0.00025633	1662646137
tblshft_time	0.27100	0.00036800	1662646137
