3mm_time	0.07600	0.01696500	1662650021
bicg_time	1.11800	0.00014933	1662650021
colormap_time	0.75400	0.00084066	1662650021
conjgrad_time	1.57300	0.00069900	1662650021
cp50_time	0.66900	0.00428033	1662650022
deriche_time	4.35700	0.00094100	1662650022
fdtd-2d_time	1.44200	0.00774033	1662650022
gemm_time	0.84100	0.00966533	1662650023
gesummv_time	2.05300	0.00008133	1662650023
mvt_time	0.86600	0.00015466	1662650023
remap_time	0.12700	0.00156400	1662650023
tblshft_time	0.80300	0.00066333	1662650024
